"year","month","day","dep_time","dep_delay","arr_time","arr_delay","carrier","tailnum","flight","origin","dest","air_time","distance","hour","minute"
2014,5,23,2033,58,2315,55,"WN","N364SW",4841,"SEA","PHX",145,1107,20,33
2014,5,23,2034,-5,2211,-17,"OO","N939SW",5210,"PDX","SFO",83,550,20,34
2014,5,23,2037,22,2202,-3,"WN","N738CB",130,"PDX","OAK",70,543,20,37
2014,5,23,2038,-2,2247,-12,"AS","N457AS",614,"SEA","LAS",113,867,20,38
2014,5,23,2039,-1,2319,-1,"AS","N518AS",636,"SEA","PHX",143,1107,20,39
2014,5,23,2040,-10,514,-21,"AA","N628AA",1070,"SEA","MIA",318,2724,20,40
2014,5,23,2043,43,2234,29,"WN","N476WN",908,"SEA","OAK",91,671,20,43
2014,5,23,2045,-5,2255,-15,"AS","N508AS",598,"PDX","SAN",117,933,20,45
2014,5,23,2047,122,2303,108,"AS","N626AS",510,"SEA","SNA",122,978,20,47
2014,5,23,2049,-6,2258,-11,"AS","N557AS",566,"PDX","LAX",109,834,20,49
2014,5,23,2053,10,2319,1,"AS","N799AS",484,"SEA","SAN",134,1050,20,53
2014,5,23,2053,-2,2310,-8,"AS","N593AS",534,"SEA","ONT",118,956,20,53
2014,5,23,2058,63,2230,50,"WN","N685SW",559,"SEA","SMF",77,605,20,58
2014,5,23,2059,104,43,125,"F9","N919FR",794,"PDX","DEN",142,991,20,59
2014,5,23,2101,-6,2150,-5,"OO","N296SW",5433,"SEA","PDX",35,129,21,1
2014,5,23,2102,-3,2315,-23,"AS","N317AS",470,"SEA","LAX",119,954,21,2
2014,5,23,2113,-2,2339,-6,"DL","N395DN",1581,"SEA","ANC",185,1448,21,13
2014,5,23,2114,19,2231,6,"WN","N291WN",32,"PDX","SMF",64,479,21,14
2014,5,23,2116,-9,2307,-15,"AS","N612AS",356,"SEA","OAK",93,671,21,16
2014,5,23,2118,108,2312,97,"VX","N842VA",759,"SEA","SFO",95,679,21,18
2014,5,23,2120,0,2342,-19,"AS","N453AS",731,"SEA","ANC",184,1448,21,20
2014,5,23,2125,-5,2323,-12,"AS","N618AS",624,"PDX","LAS",103,763,21,25
2014,5,23,2127,17,2349,2,"UA","N63820",1603,"SEA","ANC",185,1448,21,27
2014,5,23,2128,-1,532,-7,"UA","N38417",1695,"SEA","EWR",282,2402,21,28
2014,5,23,2136,53,2333,49,"AS","N792AS",300,"SEA","SFO",96,679,21,36
2014,5,23,2155,15,2336,18,"AS","N517AS",372,"SEA","SMF",76,605,21,55
2014,5,23,2200,45,2337,42,"WN","N257WN",2080,"PDX","SJC",78,569,22,0
2014,5,23,2202,10,628,18,"AS","N565AS",10,"SEA","MCO",301,2554,22,2
2014,5,23,2202,7,18,-4,"AS","N525AS",450,"SEA","LAX",114,954,22,2
2014,5,23,2207,-3,555,-6,"US","N554UW",624,"SEA","CLT",260,2279,22,7
2014,5,23,2211,-4,34,-6,"AS","N433AS",99,"SEA","ANC",183,1448,22,11
2014,5,23,2214,-1,553,-8,"US","N661AW",1930,"PDX","CLT",266,2282,22,14
2014,5,23,2225,-1,2306,1,"OO","N296SW",5353,"PDX","EUG",28,106,22,25
2014,5,23,2226,-2,2305,-2,"OO","N563SW",5440,"PDX","RDM",28,116,22,26
2014,5,23,2228,-2,2326,-12,"OO","N586SW",5437,"PDX","LMT",48,241,22,28
2014,5,23,2228,8,606,-7,"UA","N579UA",262,"SEA","IAD",260,2306,22,28
2014,5,23,2233,-2,110,-8,"AS","N461AS",143,"PDX","ANC",200,1542,22,33
2014,5,23,2240,-5,611,-11,"DL","N666DN",503,"PDX","ATL",256,2172,22,40
2014,5,23,2242,2,453,3,"UA","N28457",1129,"SEA","IAH",232,1874,22,42
2014,5,23,2251,6,706,3,"B6","N580JB",498,"SEA","BOS",293,2496,22,51
2014,5,23,2251,6,628,0,"DL","N137DL",825,"SEA","ATL",252,2182,22,51
2014,5,23,2253,8,715,9,"B6","N569JB",96,"PDX","BOS",298,2537,22,53
2014,5,23,2254,-6,2355,1,"AS","N706AS",698,"SEA","GEG",38,224,22,54
2014,5,23,2258,-2,723,-2,"AS","N556AS",24,"SEA","BOS",296,2496,22,58
2014,5,23,2307,132,718,130,"B6","N564JB",1206,"PDX","JFK",291,2454,23,7
2014,5,23,2308,-2,140,5,"AS","N562AS",125,"SEA","ANC",192,1448,23,8
2014,5,23,2310,0,502,-3,"UA","N38424",1617,"SEA","ORD",206,1721,23,10
2014,5,23,2311,-4,144,-8,"AS","N566AS",127,"SEA","FAI",196,1533,23,11
2014,5,23,2327,12,506,-4,"UA","N37456",1574,"PDX","ORD",201,1739,23,27
2014,5,23,2341,-6,547,-6,"UA","N828UA",387,"PDX","IAH",227,1825,23,41
2014,5,23,2349,9,537,17,"AA","N3HPAA",1230,"SEA","DFW",211,1660,23,49
2014,5,23,2351,2,727,-3,"DL","N810DN",2511,"SEA","ATL",253,2182,23,51
2014,5,23,2354,-1,541,-4,"AA","N3GRAA",2486,"SEA","ORD",207,1721,23,54
2014,5,23,2355,60,753,42,"DL","N649DL",1542,"SEA","JFK",278,2422,23,55
2014,5,23,2357,7,231,13,"AS","N765AS",121,"SEA","ANC",201,1448,23,57
2014,5,23,2357,-2,709,-5,"DL","N648DL",830,"SEA","DTW",220,1927,23,57
2014,5,23,2358,-1,610,3,"UA","N12218",1258,"SEA","IAH",232,1874,23,58
2014,5,23,NA,NA,NA,NA,"UA","",1581,"SEA","SFO",NA,679,NA,NA
2014,5,24,24,4,811,-5,"US","N550UW",1818,"SEA","CLT",266,2279,0,24
2014,5,24,42,12,545,4,"DL","N139DL",2001,"SEA","MSP",167,1399,0,42
2014,5,24,45,55,317,59,"AS","N765AS",121,"SEA","ANC",199,1448,0,45
2014,5,24,48,3,842,-4,"US","N534UW",2051,"SEA","PHL",275,2378,0,48
2014,5,24,515,0,741,-20,"US","N648AW",617,"SEA","PHX",131,1107,5,15
2014,5,24,517,-3,744,-10,"US","N523UW",425,"PDX","PHX",131,1009,5,17
2014,5,24,531,-4,859,-6,"UA","N37466",1227,"PDX","DEN",130,991,5,31
2014,5,24,536,6,850,-18,"UA","N594UA",752,"SEA","DEN",109,1024,5,36
2014,5,24,538,-7,724,-8,"OO","N699BR",6332,"PDX","SFO",87,550,5,38
2014,5,24,550,-10,1153,3,"AA","N3JJAA",1094,"SEA","DFW",214,1660,5,50
2014,5,24,551,-4,1401,-23,"UA","N78285",1082,"PDX","EWR",294,2434,5,51
2014,5,24,554,-6,828,-2,"AS","N403AS",81,"SEA","ANC",191,1448,5,54
2014,5,24,554,-6,734,-11,"AS","N767AS",406,"PDX","SJC",81,569,5,54
2014,5,24,554,-6,842,-7,"DL","N650DL",1831,"PDX","SLC",82,630,5,54
2014,5,24,554,-6,1156,-12,"UA","N840UA",470,"PDX","IAH",224,1825,5,54
2014,5,24,555,-5,821,-14,"WN","N684WN",4917,"PDX","PHX",126,1009,5,55
2014,5,24,555,-5,841,-14,"DL","N699DL",1634,"SEA","SLC",86,689,5,55
2014,5,24,555,-5,922,-5,"F9","N214FR",796,"PDX","DEN",133,991,5,55
2014,5,24,555,-5,1519,NA,"UA","N802UA",501,"SEA","EWR",NA,2402,5,55
2014,5,24,555,0,1214,2,"UA","N63820",1101,"SEA","IAH",241,1874,5,55
2014,5,24,559,-1,1153,3,"AA","N569AA",1650,"PDX","DFW",203,1616,5,59
2014,5,24,559,-1,829,-6,"AS","N569AS",506,"SEA","SNA",127,978,5,59
2014,5,24,600,-5,1153,-12,"AA","N3EDAA",2240,"SEA","ORD",207,1721,6,0
2014,5,24,605,0,802,-3,"AS","N796AS",200,"SEA","SJC",97,697,6,5
2014,5,24,605,0,944,5,"F9","N949FR",144,"SEA","DEN",136,1024,6,5
2014,5,24,606,-4,804,-4,"AS","N583AS",342,"SEA","OAK",95,671,6,6
2014,5,24,607,-3,835,-9,"AS","N513AS",476,"SEA","SAN",128,1050,6,7
2014,5,24,607,-8,802,-18,"VX","N528VA",751,"SEA","SFO",98,679,6,7
2014,5,24,613,-4,833,-15,"AS","N553AS",454,"SEA","LAX",115,954,6,13
2014,5,24,613,3,1209,-2,"UA","N852UA",646,"PDX","ORD",205,1739,6,13
2014,5,24,617,-3,1203,-18,"UA","N421UA",682,"SEA","ORD",205,1721,6,17
2014,5,24,620,-5,1211,-14,"WN","N452WN",2797,"SEA","MDW",214,1733,6,20
2014,5,24,622,-3,1214,-16,"WN","N8315C",1654,"PDX","MDW",218,1751,6,22
2014,5,24,623,-8,853,-12,"B6","N624JB",1207,"SEA","LGB",123,965,6,23
2014,5,24,626,-4,846,-9,"AS","N302AS",558,"PDX","LAX",113,834,6,26
2014,5,24,626,-4,824,-21,"OO","N217AG",3456,"PDX","BUR",104,817,6,26
2014,5,24,627,-3,1409,2,"DL","N3732J",1156,"PDX","ATL",264,2172,6,27
2014,5,24,632,-11,1013,-3,"UA","N409UA",328,"PDX","DEN",136,991,6,32
2014,5,24,634,-3,1416,-4,"DL","N801DZ",108,"SEA","ATL",260,2182,6,34
2014,5,24,634,-6,1003,-12,"WN","N278WN",1790,"PDX","DEN",130,991,6,34
2014,5,24,638,-2,849,-13,"AS","N323AS",232,"PDX","SAN",114,933,6,38
2014,5,24,638,-2,1020,5,"WN","N760SW",2056,"SEA","DEN",137,1024,6,38
2014,5,24,638,-2,905,-10,"OO","N803SK",4625,"SEA","LAX",121,954,6,38
2014,5,24,642,-3,838,-20,"OO","N225AG",3460,"PDX","ONT",106,838,6,42
2014,5,24,646,-4,1155,-14,"AS","N440AS",36,"SEA","MSP",173,1399,6,46
2014,5,24,648,-2,1149,-19,"DL","N588NW",2090,"PDX","MSP",168,1426,6,48
2014,5,24,651,1,1239,-10,"AS","N462AS",662,"SEA","DFW",212,1660,6,51
2014,5,24,652,-5,1025,-5,"AS","N318AS",676,"SEA","DEN",135,1024,6,52
2014,5,24,654,-6,1509,-31,"AA","N3KXAA",236,"SEA","JFK",292,2422,6,54
2014,5,24,655,-5,1239,-6,"WN","N663SW",3765,"SEA","MKE",208,1694,6,55
2014,5,24,655,-5,1520,3,"DL","N705TW",418,"SEA","JFK",296,2422,6,55
2014,5,24,655,-5,907,-18,"OO","N806SK",4579,"SEA","LAS",108,867,6,55
2014,5,24,656,-4,950,-10,"AS","N309AS",724,"SEA","SLC",89,689,6,56
2014,5,24,656,-4,1155,-24,"DL","N3753",2567,"SEA","MSP",163,1399,6,56
2014,5,24,659,-6,910,-14,"B6","N653JB",1121,"PDX","LGB",108,846,6,59
2014,5,24,701,-4,932,-4,"AS","N442AS",466,"SEA","LAX",121,954,7,1
2014,5,24,701,-4,916,-11,"AS","N520AS",608,"SEA","LAS",113,867,7,1
2014,5,24,701,-4,925,-15,"OO","N216AG",3472,"SEA","LGB",120,965,7,1
2014,5,24,702,12,845,10,"VX","N839VA",1084,"PDX","SFO",79,550,7,2
2014,5,24,703,-2,1303,8,"AA","N597AA",1458,"PDX","DFW",205,1616,7,3
2014,5,24,703,-2,923,-2,"AS","N614AS",582,"PDX","SNA",116,859,7,3
2014,5,24,703,-5,1625,55,"DL","N3761R",400,"PDX","JFK",303,2454,7,3
2014,5,24,704,-6,901,-10,"AS","N527AS",334,"SEA","SJC",95,697,7,4
2014,5,24,704,-6,908,-6,"AS","N607AS",626,"PDX","LAS",101,763,7,4
2014,5,24,704,-1,920,-20,"VX","N630VA",1780,"SEA","LAX",119,954,7,4
2014,5,24,707,-3,1307,7,"AA","N3FRAA",2218,"PDX","ORD",210,1739,7,7
2014,5,24,707,-3,945,0,"AS","N587AS",240,"SEA","SAN",128,1050,7,7
2014,5,24,708,-10,1341,8,"UA","N484UA",517,"SEA","IAH",236,1874,7,8
2014,5,24,710,-5,1527,-9,"B6","N586JB",998,"SEA","BOS",293,2496,7,10
2014,5,24,714,-6,1010,-12,"DL","N395DN",2397,"SEA","SLC",87,689,7,14
2014,5,24,716,-2,1030,61,"UA","N431UA",805,"SEA","SFO",159,679,7,16
2014,5,24,720,5,919,-5,"AS","N306AS",222,"SEA","SFO",97,679,7,20
2014,5,24,720,-5,859,-5,"AS","N506AS",805,"SEA","SMF",76,605,7,20
2014,5,24,722,-3,1004,4,"AS","N413AS",480,"SEA","LAX",121,954,7,22
2014,5,24,723,3,1325,15,"AA","N3CDAA",1308,"SEA","DFW",214,1660,7,23
2014,5,24,725,-4,826,3,"OO","N563SW",5379,"PDX","SEA",40,129,7,25
2014,5,24,730,-10,911,-18,"AS","N756AS",244,"PDX","SFO",83,550,7,30
2014,5,24,730,15,1036,31,"AS","N586AS",833,"PDX","HNL",342,2603,7,30
2014,5,24,731,1,1435,-7,"DL","N3743H",822,"SEA","DTW",224,1927,7,31
2014,5,24,732,7,953,3,"AS","N794AS",530,"SEA","ONT",116,956,7,32
2014,5,24,732,-3,1507,-11,"DL","N171DZ",128,"SEA","ATL",257,2182,7,32
2014,5,24,733,-2,945,-15,"WN","N8320J",3363,"SEA","LAS",109,867,7,33
2014,5,24,734,4,838,9,"AS","N764AS",65,"SEA","KTN",99,680,7,34
2014,5,24,740,-5,946,-8,"OO","N227AG",3486,"PDX","BOI",49,344,7,40
2014,5,24,745,-5,1017,-16,"AS","N706AS",634,"SEA","PHX",132,1107,7,45
2014,5,24,750,-5,918,-2,"AS","N763AS",61,"SEA","JNU",131,909,7,50
2014,5,24,750,0,941,-19,"WN","N967WN",18,"PDX","LAS",97,763,7,50
2014,5,24,751,-4,1317,-3,"WN","N634SW",2652,"PDX","MCI",191,1482,7,51
2014,5,24,751,-4,927,-18,"WN","N901WN",2378,"PDX","SJC",81,569,7,51
2014,5,24,751,-9,1540,-24,"UA","N18223",1163,"SEA","IAD",268,2306,7,51
2014,5,24,753,-2,959,-14,"AS","N619AS",522,"SEA","BUR",114,937,7,53
2014,5,24,753,-7,956,-22,"AS","N791AS",568,"PDX","LAX",109,834,7,53
2014,5,24,753,-7,1130,-1,"F9","N934FR",146,"SEA","DEN",136,1024,7,53
2014,5,24,755,-5,1542,-20,"UA","N69804",1557,"PDX","IAD",268,2327,7,55
2014,5,24,756,-4,1023,-13,"AS","N433AS",458,"SEA","LAX",119,954,7,56
2014,5,24,757,-3,1551,-19,"AS","N512AS",4,"SEA","DCA",271,2329,7,57
2014,5,24,757,-3,914,-11,"WN","N216WR",1940,"PDX","SMF",63,479,7,57
2014,5,24,759,-1,1617,-12,"AS","N536AS",18,"SEA","MCO",304,2554,7,59
2014,5,24,802,-3,1037,5,"AS","N609AS",83,"SEA","ANC",196,1448,8,2
2014,5,24,805,-5,1602,-16,"US","N651AW",798,"SEA","PHL",272,2378,8,5
2014,5,24,811,-4,1611,-11,"US","N678AW",669,"PDX","PHL",281,2406,8,11
2014,5,24,811,-2,1043,8,"OO","N611SK",4511,"PDX","LAX",119,834,8,11
2014,5,24,814,9,957,2,"UA","N809UA",699,"PDX","SFO",78,550,8,14
2014,5,24,816,1,1030,-4,"AS","N592AS",600,"SEA","LAS",114,867,8,16
2014,5,24,818,-2,1046,-24,"WN","N556WN",1907,"SEA","PHX",131,1107,8,18
2014,5,24,820,-10,1415,-5,"AA","N566AA",1220,"PDX","DFW",214,1616,8,20
2014,5,24,822,-8,1407,-18,"AS","N319AS",28,"SEA","ORD",204,1721,8,22
2014,5,24,824,-6,1407,-23,"AA","N3EFAA",1236,"SEA","ORD",204,1721,8,24
2014,5,24,826,-4,1102,-17,"US","N644AW",612,"SEA","PHX",131,1107,8,26
2014,5,24,826,1,1014,-16,"WN","N7715E",3256,"SEA","OAK",89,671,8,26
2014,5,24,827,-3,1137,2,"AS","N514AS",861,"SEA","OGG",346,2640,8,27
2014,5,24,828,3,1420,-4,"UA","N569UA",618,"SEA","ORD",206,1721,8,28
2014,5,24,829,19,1611,11,"AS","N320AS",742,"SEA","ATL",262,2182,8,29
2014,5,24,829,-6,1003,-17,"WN","N356SW",3172,"SEA","SMF",77,605,8,29
2014,5,24,836,1,1633,-6,"AS","N419AS",32,"SEA","PHL",277,2378,8,36
2014,5,24,839,-1,1731,8,"AS","N594AS",38,"SEA","FLL",334,2717,8,39
2014,5,24,839,-1,1057,10,"AS","N795AS",382,"SEA","SFO",95,679,8,39
2014,5,24,844,-1,1150,5,"HA","N396HA",21,"SEA","HNL",345,2677,8,44
2014,5,24,844,-4,943,5,"OO","N563SW",5411,"SEA","PDX",36,129,8,44
2014,5,24,847,-8,1353,-14,"DL","N591NW",2314,"SEA","MSP",166,1399,8,47
2014,5,24,848,-2,1014,-16,"WN","N632SW",4739,"PDX","OAK",77,543,8,48
2014,5,24,852,-3,1107,-21,"US","N673AW",519,"PDX","PHX",122,1009,8,52
2014,5,24,852,-3,1627,-7,"DL","N805DN",2505,"PDX","ATL",258,2172,8,52
2014,5,24,855,-5,1457,2,"AA","N5DLAA",312,"SEA","DFW",208,1660,8,55
2014,5,24,856,-4,1139,14,"AS","N612AS",85,"SEA","ANC",198,1448,8,56
2014,5,24,856,-4,952,-2,"OO","N221SW",5428,"PDX","SEA",39,129,8,56
2014,5,24,857,-3,1121,-12,"AS","N524AS",502,"SEA","SNA",121,978,8,57
2014,5,24,857,-3,1209,0,"AS","N531AS",875,"SEA","LIH",355,2701,8,57
2014,5,24,903,-2,1715,-12,"AS","N459AS",8,"SEA","EWR",287,2402,9,3
2014,5,24,905,-10,1128,-17,"AS","N615AS",554,"SEA","PSP",120,987,9,5
2014,5,24,907,-8,1132,-33,"OO","N223AG",3466,"PDX","TUS",131,1119,9,7
2014,5,24,915,-5,1733,-12,"AS","N534AS",30,"PDX","BOS",301,2537,9,15
2014,5,24,931,-4,1138,-14,"AS","N551AS",602,"SEA","LAS",109,867,9,31
2014,5,24,933,-2,1718,-22,"AS","N584AS",764,"PDX","DCA",273,2350,9,33
2014,5,24,936,1,1755,-15,"AS","N532AS",12,"SEA","BOS",296,2496,9,36
2014,5,24,942,12,1206,3,"AS","N596AS",640,"PDX","PHX",126,1009,9,42
2014,5,24,945,0,1205,-15,"WN","N225WN",249,"PDX","PHX",124,1009,9,45
2014,5,24,947,-3,1207,-23,"AS","N593AS",238,"SEA","SAN",127,1050,9,47
2014,5,24,949,-6,1236,3,"AS","N611AS",131,"PDX","ANC",209,1542,9,49
2014,5,24,953,-7,1252,-3,"HA","N390HA",29,"SEA","OGG",336,2640,9,53
2014,5,24,957,12,1234,35,"UA","N73445",1238,"SEA","SFO",102,679,9,57
2014,5,24,1002,-3,1748,-2,"AS","N307AS",752,"PDX","ATL",263,2172,10,2
2014,5,24,1006,1,1203,4,"AS","N579AS",344,"SEA","OAK",97,671,10,6
2014,5,24,1008,-5,1231,-17,"OO","N825SK",4802,"SEA","LAX",121,954,10,8
2014,5,24,1009,-6,1320,10,"HA","N386HA",25,"PDX","HNL",331,2603,10,9
2014,5,24,1012,-3,1559,-5,"AS","N402AS",654,"PDX","DFW",207,1616,10,12
2014,5,24,1012,7,1234,5,"OO","N549CA",4804,"SEA","LAS",114,867,10,12
2014,5,24,1013,-7,1211,-14,"VX","N836VA",753,"SEA","SFO",98,679,10,13
2014,5,24,1014,-1,1257,7,"AS","N703AS",87,"SEA","ANC",198,1448,10,14
2014,5,24,1019,-6,1111,-4,"OO","N221SW",5325,"SEA","PDX",33,129,10,19
2014,5,24,1020,0,1643,10,"AS","N461AS",730,"SEA","IAH",238,1874,10,20
2014,5,24,1023,-2,1616,-14,"AS","N618AS",686,"PDX","ORD",204,1739,10,23
2014,5,24,1025,-10,1244,-8,"AS","N552AS",586,"SEA","LAS",108,867,10,25
2014,5,24,1026,-4,1545,-4,"AS","N464AS",758,"SEA","MCI",184,1489,10,26
2014,5,24,1029,-1,1332,1,"AS","N560AS",843,"SEA","KOA",348,2688,10,29
2014,5,24,1030,0,1249,-11,"AS","N457AS",452,"SEA","LAX",119,954,10,30
2014,5,24,1034,-1,1401,2,"F9","N218FR",788,"PDX","DEN",129,991,10,34
2014,5,24,1036,-3,1253,-13,"OO","N730SK",6518,"PDX","LAX",110,834,10,36
2014,5,24,1038,-7,1539,-11,"OO","N218AG",3468,"SEA","OMA",168,1368,10,38
2014,5,24,1040,136,1629,129,"UA","N14230",1072,"PDX","ORD",208,1739,10,40
2014,5,24,1042,-5,1254,-14,"OO","N606SK",4787,"PDX","LAX",111,834,10,42
2014,5,24,1042,-4,1305,6,"UA","N806UA",649,"SEA","SFO",94,679,10,42
2014,5,24,1045,0,1255,-9,"OO","N224AG",3482,"SEA","SBA",115,908,10,45
2014,5,24,1047,-8,1248,-25,"AS","N317AS",564,"PDX","LAX",111,834,10,47
2014,5,24,1047,-5,1421,-8,"UA","N77530",1074,"SEA","DEN",129,1024,10,47
2014,5,24,1048,-2,1358,5,"AS","N518AS",851,"SEA","HNL",354,2677,10,48
2014,5,24,1049,-1,1238,-18,"AS","N613AS",310,"SEA","SFO",94,679,10,49
2014,5,24,1050,0,1306,-19,"VX","N621VA",784,"SEA","LAX",123,954,10,50
2014,5,24,1051,1,1646,6,"AA","N3DCAA",1311,"SEA","DFW",208,1660,10,51
2014,5,24,1052,-3,1423,-8,"OO","N973SW",5576,"PDX","DEN",132,991,10,52
2014,5,24,1054,-6,1915,17,"US","N679AW",1996,"SEA","CLT",273,2279,10,54
2014,5,24,1054,-1,1157,8,"OO","N563SW",5397,"PDX","SEA",42,129,10,54
2014,5,24,1055,-5,1332,-3,"AS","N754AS",89,"SEA","ANC",198,1448,10,55
2014,5,24,1056,-4,1258,-12,"WN","N250WN",2793,"PDX","LAS",104,763,10,56
2014,5,24,1057,2,1214,-1,"WN","N257WN",6,"PDX","RNO",62,444,10,57
2014,5,24,1059,-6,1434,-6,"WN","N479WN",3766,"SEA","DEN",132,1024,10,59
2014,5,24,1107,30,1451,42,"F9","N928FR",138,"SEA","DEN",130,1024,11,7
2014,5,24,1109,49,1158,44,"AS","N644AS",179,"SEA","KTN",97,680,11,9
2014,5,24,1109,9,1329,-21,"WN","N497WN",2303,"SEA","PHX",127,1107,11,9
2014,5,24,1109,52,1349,40,"DL","N322US",1857,"SEA","SLC",84,689,11,9
2014,5,24,1110,-5,1928,-6,"DL","N723TW",2596,"SEA","JFK",290,2422,11,10
2014,5,24,1110,6,1247,-9,"OO","N924SW",5197,"PDX","SFO",84,550,11,10
2014,5,24,1114,-1,1444,-3,"AS","N625AS",672,"SEA","DEN",132,1024,11,14
2014,5,24,1117,2,1344,-5,"AS","N435AS",488,"SEA","SAN",126,1050,11,17
2014,5,24,1119,-1,1238,-12,"WN","N442WN",4376,"PDX","SMF",65,479,11,19
2014,5,24,1123,-7,1343,-6,"AS","N525AS",572,"PDX","SAN",116,933,11,23
2014,5,24,1123,-2,1402,-6,"AS","N409AS",656,"SEA","PHX",137,1107,11,23
2014,5,24,1124,-1,1250,6,"AS","N799AS",75,"SEA","JNU",127,909,11,24
2014,5,24,1126,11,1322,2,"WN","N8614M",2023,"SEA","SJC",96,697,11,26
2014,5,24,1127,-4,1830,-9,"DL","N819DN",1730,"PDX","DTW",223,1953,11,27
2014,5,24,1128,-7,1725,-10,"AA","N3HKAA",1628,"SEA","ORD",208,1721,11,28
2014,5,24,1129,6,1836,-1,"DL","N595NW",2424,"SEA","DTW",222,1927,11,29
2014,5,24,1130,-5,1738,10,"AS","N523AS",670,"SEA","AUS",231,1770,11,30
2014,5,24,1132,12,1405,-9,"US","N631AW",614,"SEA","PHX",127,1107,11,32
2014,5,24,1135,-10,1324,-18,"OO","N215AG",3496,"SEA","FAT",93,748,11,35
2014,5,24,1139,3,1224,9,"OO","N221SW",5411,"PDX","EUG",33,106,11,39
2014,5,24,1140,15,1401,1,"US","N801AW",634,"PDX","PHX",126,1009,11,40
2014,5,24,1142,-3,1941,9,"DL","N809DN",1962,"SEA","ATL",254,2182,11,42
2014,5,24,1144,-6,1437,-8,"AS","N562AS",809,"PDX","OGG",335,2562,11,44
2014,5,24,1148,-2,1429,-11,"WN","N602SW",1934,"SEA","SLC",85,689,11,48
2014,5,24,1149,34,1936,13,"US","N826AW",728,"SEA","PHL",267,2378,11,49
2014,5,24,1151,1,1733,-2,"AS","N303AS",748,"SEA","STL",204,1709,11,51
2014,5,24,1155,20,1541,11,"WN","N742SW",1553,"SEA","ABQ",150,1180,11,55
2014,5,24,1158,4,1800,3,"UA","N454UA",655,"PDX","IAH",224,1825,11,58
2014,5,24,1200,0,1359,-6,"AS","N786AS",306,"SEA","SFO",100,679,12,0
2014,5,24,1200,6,1423,-9,"OO","N740SK",6371,"SEA","LAX",117,954,12,0
2014,5,24,1202,12,1247,0,"AS","N622AS",684,"SEA","GEG",34,224,12,2
2014,5,24,1209,-1,1405,-15,"OO","N217AG",3454,"PDX","BUR",103,817,12,9
2014,5,24,1211,11,1339,-1,"WN","N733SA",2142,"SEA","RNO",72,564,12,11
2014,5,24,1215,-2,1456,-9,"AS","N453AS",658,"SEA","TUS",142,1216,12,15
2014,5,24,1216,9,1301,11,"OO","N296SW",5325,"PDX","RDM",31,116,12,16
2014,5,24,1220,-10,1358,-19,"AS","N627AS",388,"PDX","SFO",79,550,12,20
2014,5,24,1224,7,1359,-6,"UA","N438UA",353,"PDX","SFO",84,550,12,24
2014,5,24,1225,15,1830,25,"AA","N4YAAA",1568,"PDX","DFW",222,1616,12,25
2014,5,24,1227,-8,1518,8,"AS","N767AS",135,"PDX","ANC",209,1542,12,27
2014,5,24,1227,-3,1436,-11,"AS","N408AS",610,"SEA","LAS",112,867,12,27
2014,5,24,1233,18,1841,31,"AA","N3DYAA",73,"SEA","DFW",222,1660,12,33
2014,5,24,1234,-1,1458,-2,"AS","N597AS",97,"SEA","ANC",191,1448,12,34
2014,5,24,1235,10,1424,-1,"WN","N487WN",1744,"SEA","OAK",91,671,12,35
2014,5,24,1235,15,1850,15,"UA","N36272",1246,"SEA","IAH",234,1874,12,35
2014,5,24,1237,-3,1825,-8,"UA","N563UA",278,"SEA","ORD",195,1721,12,37
2014,5,24,1240,0,1832,2,"AS","N423AS",692,"SEA","SAT",218,1774,12,40
2014,5,24,1246,6,1509,-8,"AS","N583AS",490,"SEA","SAN",129,1050,12,46
2014,5,24,1248,3,1612,2,"WN","N8322X",2461,"PDX","DEN",127,991,12,48
2014,5,24,1248,-2,1757,-8,"DL","N923DN",2164,"PDX","MSP",169,1426,12,48
2014,5,24,1250,-10,1457,-8,"AS","N607AS",622,"PDX","LAS",104,763,12,50
2014,5,24,1251,-9,1415,-8,"AS","N760AS",59,"SEA","JNU",129,909,12,51
2014,5,24,1251,-4,1447,-5,"AS","N565AS",324,"SEA","SJC",100,697,12,51
2014,5,24,1251,31,1636,36,"WN","N612SW",2344,"PDX","ABQ",151,1111,12,51
2014,5,24,1254,4,1848,2,"UA","N72405",1481,"PDX","ORD",207,1739,12,54
2014,5,24,1255,0,1851,-3,"AS","N309AS",664,"SEA","DFW",212,1660,12,55
2014,5,24,1257,-3,1520,-17,"OO","N187PQ",4677,"SEA","LAX",117,954,12,57
2014,5,24,1258,-2,1523,-13,"AS","N564AS",552,"SEA","PSP",127,987,12,58
2014,5,24,1258,-7,2100,-6,"US","N757UW",1796,"SEA","CLT",268,2279,12,58
2014,5,24,1300,-5,2047,-15,"UA","N509UA",260,"SEA","IAD",262,2306,13,0
2014,5,24,1305,-5,1813,-17,"AS","N626AS",34,"SEA","MSP",169,1399,13,5
2014,5,24,1306,16,1440,5,"WN","N608SW",2413,"SEA","SMF",79,605,13,6
2014,5,24,1308,-3,1544,-12,"DL","N370NW",1208,"PDX","SLC",82,630,13,8
2014,5,24,1309,-6,1557,-10,"DL","N395DN",799,"SEA","SLC",87,689,13,9
2014,5,24,1311,-4,1402,-3,"OO","N563SW",5433,"SEA","PDX",31,129,13,11
2014,5,24,1312,-3,1531,-12,"OO","N823SK",4828,"SEA","LAS",112,867,13,12
